CRM_ATPT_CPTD_CD,LAW_CAT_CD,OFNS_DESC,PD_DESC,PREM_TYP_DESC,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,F,18-24,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,18-24,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE-HOUSE,25-44,ASIAN/PAC.ISL,M,25-44,ASIAN/PAC.ISL,F
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,RESIDENCE - PUBLIC HOUSING,25-44,BLACK,M,45-64,BLACK,F
COMPLETED,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,25-44,BLACK HISPANIC,M,25-44,BLACK HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,18-24,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE-HOUSE,25-44,WHITE HISPANIC,F,<18,WHITE HISPANIC,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE-HOUSE,25-44,WHITE HISPANIC,F,<18,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,25-44,BLACK HISPANIC,F,25-44,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,45-64,BLACK,M,45-64,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,45-64,AMER IND,M,65+,AMER IND,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,45-64,WHITE,M,45-64,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",RESIDENCE - APT. HOUSE,45-64,BLACK,F,25-44,BLACK,F
ATTEMPTED,FELONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",STREET,18-24,BLACK,M,45-64,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",HOTEL/MOTEL,25-44,BLACK HISPANIC,F,18-24,BLACK,F
COMPLETED,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",RESIDENCE-HOUSE,25-44,BLACK,F,18-24,BLACK,F
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,RESIDENCE - PUBLIC HOUSING,25-44,BLACK,M,25-44,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,25-44,BLACK,F,25-44,BLACK,F
COMPLETED,FELONY,POSSESSION OF STOLEN PROPERTY,"STOLEN PROPERTY 2,1,POSSESSION",STREET,25-44,BLACK,M,25-44,BLACK,M
COMPLETED,FELONY,ROBBERY,"ROBBERY,POCKETBOOK/CARRIED BAG",PARK/PLAYGROUND,<18,BLACK,M,25-44,WHITE,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,BLACK,F,18-24,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE-HOUSE,25-44,BLACK,M,25-44,ASIAN/PAC.ISL,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,BLACK,F,25-44,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,18-24,BLACK,M,18-24,BLACK,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,18-24,BLACK,M,18-24,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",HOTEL/MOTEL,45-64,WHITE,M,45-64,WHITE,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,45-64,BLACK,M,45-64,BLACK,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,RESIDENCE - PUBLIC HOUSING,25-44,WHITE HISPANIC,F,25-44,BLACK,M
COMPLETED,FELONY,FELONY ASSAULT,STRANGULATION 1ST,RESIDENCE - PUBLIC HOUSING,25-44,BLACK,M,45-64,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,18-24,ASIAN/PAC.ISL,M,25-44,ASIAN/PAC.ISL,F
COMPLETED,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",STREET,25-44,WHITE HISPANIC,M,45-64,WHITE HISPANIC,M
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE-HOUSE,<18,BLACK,M,25-44,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE-HOUSE,65+,WHITE,F,25-44,WHITE,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",RESIDENCE - PUBLIC HOUSING,<18,WHITE HISPANIC,M,25-44,WHITE HISPANIC,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,45-64,BLACK,M,45-64,BLACK,M
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,RESIDENCE - APT. HOUSE,25-44,BLACK,M,25-44,WHITE HISPANIC,M
COMPLETED,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",RESIDENCE-HOUSE,25-44,WHITE,M,25-44,WHITE,F
COMPLETED,MISDEMEANOR,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,25-44,BLACK HISPANIC,M,18-24,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",RESIDENCE - APT. HOUSE,18-24,BLACK,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,,<18,BLACK,F,<18,BLACK,F
ATTEMPTED,FELONY,GRAND LARCENY OF MOTOR VEHICLE,"LARCENY,GRAND OF AUTO",STREET,18-24,BLACK,M,45-64,WHITE,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",STREET,25-44,WHITE HISPANIC,M,45-64,WHITE,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",STREET,25-44,BLACK,M,45-64,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",BOOK/CARD,45-64,WHITE,M,45-64,WHITE,F
COMPLETED,MISDEMEANOR,CRIMINAL TRESPASS,"TRESPASS 2, CRIMINAL",RESIDENCE - APT. HOUSE,18-24,BLACK,M,25-44,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",STREET,25-44,WHITE,M,25-44,WHITE,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,65+,WHITE,M,45-64,WHITE HISPANIC,M
COMPLETED,MISDEMEANOR,PETIT LARCENY,"LARCENY,PETIT FROM AUTO",RESTAURANT/DINER,25-44,WHITE,F,25-44,WHITE,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,18-24,BLACK,M,18-24,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,65+,WHITE,M,45-64,WHITE,M
COMPLETED,MISDEMEANOR,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - PUBLIC HOUSING,18-24,BLACK,M,18-24,BLACK,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,STREET,25-44,WHITE,F,25-44,WHITE,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,25-44,BLACK,F,25-44,BLACK,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,18-24,ASIAN/PAC.ISL,M,45-64,ASIAN/PAC.ISL,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,18-24,BLACK HISPANIC,M,<18,BLACK HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,25-44,BLACK HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,45-64,WHITE HISPANIC,F,18-24,BLACK HISPANIC,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,18-24,WHITE HISPANIC,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,BLACK,F,45-64,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",GROCERY/BODEGA,45-64,BLACK,F,18-24,ASIAN/PAC.ISL,M
COMPLETED,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ATM,25-44,BLACK,F,18-24,WHITE,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,18-24,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,18-24,BLACK,M,<18,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",STREET,45-64,BLACK,M,45-64,WHITE HISPANIC,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,PARK/PLAYGROUND,<18,WHITE HISPANIC,F,<18,WHITE HISPANIC,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",STREET,<18,WHITE HISPANIC,M,18-24,WHITE HISPANIC,M
COMPLETED,FELONY,FELONY ASSAULT,ASSAULT POLICE/PEACE OFFICER,RESIDENCE - PUBLIC HOUSING,18-24,BLACK,M,25-44,WHITE,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",COMMERCIAL BUILDING,25-44,BLACK,M,45-64,ASIAN/PAC.ISL,M
COMPLETED,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,VIOLATION OF ORDER OF PROTECTI,STREET,45-64,BLACK HISPANIC,F,25-44,BLACK HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,RESIDENCE - PUBLIC HOUSING,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,18-24,BLACK,M,25-44,BLACK,F
COMPLETED,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 3 & 2, OF M",HIGHWAY/PARKWAY,45-64,WHITE,M,45-64,WHITE,M
COMPLETED,FELONY,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, INTENT T",STREET,18-24,WHITE HISPANIC,M,18-24,WHITE HISPANIC,M
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,RESIDENCE - PUBLIC HOUSING,25-44,BLACK,F,45-64,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,18-24,WHITE HISPANIC,M,18-24,WHITE HISPANIC,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,25-44,BLACK,M,65+,WHITE HISPANIC,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",COMMERCIAL BUILDING,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - PUBLIC HOUSING,45-64,BLACK,M,25-44,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,<18,BLACK,M,25-44,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,45-64,WHITE HISPANIC,F,18-24,WHITE HISPANIC,F
COMPLETED,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 3 & 2, OF M",STREET,25-44,BLACK,F,18-24,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,18-24,WHITE,F,25-44,WHITE,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,25-44,BLACK HISPANIC,M,25-44,BLACK HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,25-44,BLACK,F,25-44,WHITE,M
COMPLETED,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",PUBLIC SCHOOL,<18,WHITE HISPANIC,F,<18,WHITE,F
ATTEMPTED,FELONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",TRANSIT - NYC SUBWAY,<18,WHITE HISPANIC,M,<18,WHITE HISPANIC,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,<18,BLACK,F,<18,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",PARK/PLAYGROUND,<18,BLACK,M,65+,WHITE,M
COMPLETED,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",RESIDENCE - PUBLIC HOUSING,18-24,WHITE HISPANIC,M,18-24,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,18-24,WHITE,M,45-64,WHITE,M
COMPLETED,MISDEMEANOR,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,18-24,WHITE,M,18-24,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,25-44,WHITE HISPANIC,M,18-24,BLACK HISPANIC,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - PUBLIC HOUSING,18-24,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,18-24,BLACK,M,18-24,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,18-24,BLACK,F,<18,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,18-24,BLACK,M,<18,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,45-64,BLACK,M,45-64,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",STREET,<18,WHITE HISPANIC,M,<18,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",COMMERCIAL BUILDING,45-64,BLACK,M,25-44,WHITE,M
COMPLETED,FELONY,POSSESSION OF STOLEN PROPERTY,"STOLEN PROPERTY 2,1,POSSESSION",COMMERCIAL BUILDING,25-44,WHITE HISPANIC,M,25-44,WHITE,M
COMPLETED,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",TRANSIT - NYC SUBWAY,<18,BLACK,M,<18,BLACK,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,<18,BLACK HISPANIC,M,25-44,BLACK HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,FRAUDULENT ACCOSTING,"ACCOSTING,FRAUDULENT",TRANSIT - NYC SUBWAY,25-44,BLACK,M,45-64,WHITE HISPANIC,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",STREET,18-24,BLACK HISPANIC,M,25-44,BLACK HISPANIC,M
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,18-24,WHITE HISPANIC,M,18-24,BLACK HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,25-44,WHITE,F,45-64,WHITE,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",GROCERY/BODEGA,25-44,BLACK HISPANIC,M,18-24,ASIAN/PAC.ISL,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,BUS STOP,<18,BLACK HISPANIC,F,<18,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,45-64,WHITE,M,25-44,WHITE,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",RESIDENCE-HOUSE,25-44,BLACK,M,45-64,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",STREET,25-44,BLACK HISPANIC,M,45-64,BLACK HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",OTHER,25-44,BLACK,M,25-44,BLACK,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",RESIDENCE - APT. HOUSE,45-64,WHITE HISPANIC,M,45-64,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,25-44,BLACK,M,25-44,BLACK,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,65+,BLACK,M,65+,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",STREET,25-44,BLACK,M,45-64,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,45-64,BLACK,F,25-44,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,BLACK,F,45-64,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",PUBLIC SCHOOL,<18,BLACK,F,<18,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,BLACK,M,25-44,BLACK HISPANIC,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,RESIDENCE - PUBLIC HOUSING,25-44,BLACK,M,18-24,BLACK,M
COMPLETED,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,VIOLATION OF ORDER OF PROTECTI,RESIDENCE - APT. HOUSE,45-64,WHITE HISPANIC,M,65+,WHITE HISPANIC,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",FAST FOOD,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",DOCTOR/DENTIST OFFICE,18-24,BLACK,F,25-44,WHITE HISPANIC,F
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,RESIDENCE - APT. HOUSE,25-44,BLACK HISPANIC,M,45-64,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",STREET,45-64,ASIAN/PAC.ISL,M,45-64,ASIAN/PAC.ISL,M
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,25-44,BLACK HISPANIC,M,65+,BLACK HISPANIC,F
COMPLETED,MISDEMEANOR,SEX CRIMES,"OBSCENITY, PERFORMANCE 3",STREET,25-44,BLACK,M,45-64,BLACK,F
COMPLETED,MISDEMEANOR,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",OTHER,18-24,BLACK HISPANIC,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,25-44,BLACK,M,18-24,BLACK,F
COMPLETED,MISDEMEANOR,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",PUBLIC SCHOOL,<18,BLACK,M,<18,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,65+,BLACK,F,65+,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,RESIDENCE - APT. HOUSE,65+,BLACK,F,65+,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,FACTORY/WAREHOUSE,18-24,ASIAN/PAC.ISL,M,45-64,BLACK,M
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,RESIDENCE - APT. HOUSE,25-44,BLACK,M,45-64,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,45-64,BLACK,F,18-24,BLACK,M
COMPLETED,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - PUBLIC HOUSING,18-24,BLACK,F,18-24,BLACK,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,18-24,BLACK,M,45-64,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,45-64,WHITE HISPANIC,M,45-64,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,SEX CRIMES,"CHILD, ENDANGERING WELFARE",PUBLIC SCHOOL,25-44,BLACK,M,<18,BLACK,M
COMPLETED,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,VIOLATION OF ORDER OF PROTECTI,RESIDENCE - PUBLIC HOUSING,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,RESIDENCE - PUBLIC HOUSING,18-24,WHITE,M,45-64,WHITE,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,45-64,WHITE,M,25-44,WHITE,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,45-64,BLACK,M,25-44,BLACK,F
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,RESIDENCE-HOUSE,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,25-44,BLACK,M,25-44,BLACK,M
COMPLETED,FELONY,ROBBERY,"ROBBERY,DWELLING",RESIDENCE - APT. HOUSE,25-44,BLACK HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,45-64,BLACK,F,18-24,BLACK,M
